Attraction_Id,Attraction_Nm,Attraction_url,Rankings,Category,Address,No_of_Reviews,Weekday_Hours,Weekend_Hours,Overall_Rating,Rating_Excellent,Rating_Good,Rating_Average,Rating_Poor,Rating_Terrible
d8375901,Lake Milo,https://www.tripadvisor.com/Attraction_Review-g181761-d8375901-Reviews-Lake_Milo-Yarmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#14 of 26 things to do in Yarmouth,"Nature & Parks, Bodies of Water","700 Main St, Yarmouth, Nova Scotia, Canada",4,,,5.0,75%,25%,0%,0%,0%
d12249230,14 Bells Fine Art Gallery,https://www.tripadvisor.com/Attraction_Review-g154976-d12249230-Reviews-14_Bells_Fine_Art_Gallery-Halifax_Halifax_Region_Nova_Scotia.html,#84 of 112 things to do in Halifax,"Shopping, Museums, Art Galleries","5523B Young St | Hydrostone Market, Halifax, Nova Scotia B3K 1Z7, Canada",1,Open Now: 10:00 AM - 6:00 PM,Sun12:00 PM - 4:00 PMTue - Fri10:00 AM - 6:00 PMSat10:00 AM - 5:00 PM,5.0,100%,0%,0%,0%,0%
d592377,Shambhala Centre,https://www.tripadvisor.com/Attraction_Review-g154976-d592377-Reviews-Shambhala_Centre-Halifax_Halifax_Region_Nova_Scotia.html,#80 of 112 things to do in Halifax,"Sights & Landmarks, Sacred & Religious Sites","1084 Tower Rd, Halifax, Nova Scotia B3H 2Y5, Canada",3,Open Now: 10:00 AM - 6:00 PM,Mon - Fri10:00 AM - 6:00 PM,4.5,67%,33%,0%,0%,0%
d5555827,Sand Hills Beach Provincial Park,https://www.tripadvisor.com/Attraction_Review-g7369060-d5555827-Reviews-Sand_Hills_Beach_Provincial_Park-Villagedale_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 1 things to do in Villagedale,"Outdoor Activities, Nature & Parks, Beaches","28 Sand Hills Beach Park Road, Villagedale, Nova Scotia B0W 1E0, Canada",4,,,5.0,100%,0%,0%,0%,0%
d13090100,Coastal Trail,https://www.tripadvisor.com/Attraction_Review-g7924072-d13090100-Reviews-Coastal_Trail-Neils_Harbour_Cape_Breton_Island_Nova_Scotia.html,#1 of 1 things to do in Neils Harbour,"Nature & Parks, Outdoor Activities, Hiking Trails","32816 & 32845 Cabot Trail, Neils Harbour, Nova Scotia B0C 1K0, Canada",3,,,4.5,33%,67%,0%,0%,0%
d12731735,Zwicker s Art Gallery,https://www.tripadvisor.com/Attraction_Review-g154976-d12731735-Reviews-Zwicker_s_Art_Gallery-Halifax_Halifax_Region_Nova_Scotia.html,#88 of 112 things to do in Halifax,"Shopping, Museums, Art Galleries","5415 Doyle St, Halifax, Nova Scotia B3J 1H9, Canada",1,,,5.0,100%,0%,0%,0%,0%
d2422814,Bayer Lake Loop Trail,https://www.tripadvisor.com/Attraction_Review-g1555448-d2422814-Reviews-Bayer_Lake_Loop_Trail-Musquodoboit_Harbour_Halifax_Region_Nova_Scotia.html,#2 of 6 things to do in Musquodoboit Harbour,"Outdoor Activities, Nature & Parks, Hiking Trails","Musquodoboit Trailway, from Admiral Lake Loop trailhead, Musquodoboit Harbour, Nova Scotia, Canada",4,,,4.5,50%,50%,0%,0%,0%
d10514730,Mabou Farmers Market,https://www.tripadvisor.com/Attraction_Review-g499218-d10514730-Reviews-Mabou_Farmers_Market-Mabou_Cape_Breton_Island_Nova_Scotia.html,#3 of 11 things to do in Mabou,"Shopping, Food & Drink, Farmers Markets","186 Mabou Harbour Road, Mabou, Nova Scotia B0E 1X0, Canada",21,,,4.5,53%,28%,19%,0%,0%
d7097162,Canso Canal,https://www.tripadvisor.com/Attraction_Review-g499234-d7097162-Reviews-Canso_Canal-Port_Hastings_Cape_Breton_Island_Nova_Scotia.html,#2 of 4 things to do in Port Hastings,"Nature & Parks, Bodies of Water","Highway 104, Port Hastings, Nova Scotia, Canada",18,,,4.0,45%,33%,22%,0%,0%
d5533670,North River Provincial Park,https://www.tripadvisor.com/Attraction_Review-g5323567-d5533670-Reviews-North_River_Provincial_Park-North_River_Bridge_Cape_Breton_Island_Nova_Scotia.html,#1 of 3 things to do in North River Bridge,Nature & Parks,"681 Oregon Rd, North River Bridge, Nova Scotia B0E 1B0, Canada",3,,,4.0,34%,33%,33%,0%,0%
d7177010,Lyghtesome Gallery,https://www.tripadvisor.com/Attraction_Review-g154971-d7177010-Reviews-Lyghtesome_Gallery-Antigonish_Nova_Scotia.html,#11 of 22 things to do in Antigonish,"Sights & Landmarks, Points of Interest & Landmarks","166 Main St, Antigonish, Nova Scotia B2G 2B7, Canada",7,,,4.5,72%,14%,0%,14%,0%
d10263993,Savoy Theatre,https://www.tripadvisor.com/Attraction_Review-g609110-d10263993-Reviews-Savoy_Theatre-Glace_Bay_Cape_Breton_Island_Nova_Scotia.html,#3 of 7 things to do in Glace Bay,"Concerts & Shows, Theaters","116 Commercial Street, Glace Bay, Nova Scotia, Canada",6,,,4.5,67%,33%,0%,0%,0%
d8407046,Mira Gut Beach,https://www.tripadvisor.com/Attraction_Review-g8410307-d8407046-Reviews-Mira_Gut_Beach-Mira_Gut_Nova_Scotia.html,#1 of 1 things to do in Mira Gut,"Nature & Parks, Outdoor Activities, Beaches","45 Mira Bay Dr, Mira Gut, Nova Scotia B1K 2X6, Canada",2,,,4.5,50%,50%,0%,0%,0%
d7210690,Christopher Gorey Gallery,https://www.tripadvisor.com/Attraction_Review-g499216-d7210690-Reviews-Christopher_Gorey_Gallery-Ingonish_Cape_Breton_Island_Nova_Scotia.html,#7 of 15 things to do in Ingonish,"Sights & Landmarks, Points of Interest & Landmarks","36084 Cabot Trail, Ingonish, Nova Scotia B0C 1K0, Canada",12,,,5.0,84%,16%,0%,0%,0%
d2181014,The Moorings Gallery,https://www.tripadvisor.com/Attraction_Review-g499230-d2181014-Reviews-The_Moorings_Gallery-Mahone_Bay_Southwest_Nova_Scotia_Nova_Scotia.html,#9 of 10 things to do in Mahone Bay,"Shopping, Museums, Art Galleries","575 Main Street, Mahone Bay, Nova Scotia, Canada",2,,,2.5,0%,50%,0%,0%,50%
d2581134,Balmoral Grist Mill Museum,https://www.tripadvisor.com/Attraction_Review-g5561758-d2581134-Reviews-Balmoral_Grist_Mill_Museum-Balmoral_Mills_Nova_Scotia.html,#1 of 2 things to do in Balmoral Mills,"Museums, Specialty Museums","660 Matheson Brook Rd, Balmoral Mills, Nova Scotia B0K 1V0, Canada",14,,,4.5,72%,14%,14%,0%,0%
d7082196,Wagmatcook Culture Heritage Centre,https://www.tripadvisor.com/Attraction_Review-g7087965-d7082196-Reviews-Wagmatcook_Culture_Heritage_Centre-Wagmatcook_Cape_Breton_Island_Nova_Scotia.html,#1 of 1 things to do in Wagmatcook,"Sights & Landmarks, Points of Interest & Landmarks","10765 Highway 105, Wagmatcook, Nova Scotia, Canada",7,,,3.5,30%,28%,28%,0%,14%
d3296835,Rossignol Cultural Centre,https://www.tripadvisor.com/Attraction_Review-g609111-d3296835-Reviews-Rossignol_Cultural_Centre-Liverpool_Southwest_Nova_Scotia_Nova_Scotia.html,#6 of 15 things to do in Liverpool,"Museums, Specialty Museums","205 Church Street, Liverpool, Nova Scotia, Canada",22,,,4.5,69%,18%,0%,0%,13%
d298799,Eddy Point Lighthouse,https://www.tripadvisor.com/Attraction_Review-g7087534-d298799-Reviews-Eddy_Point_Lighthouse-Mulgrave_Nova_Scotia.html,#2 of 3 things to do in Mulgrave,"Sights & Landmarks, Lighthouses","72 Eddy Point Light Rd, Mulgrave, Nova Scotia B0E 2G0, Canada",1,,,3.0,0%,0%,100%,0%,0%
d1549800,Roseway Beach,https://www.tripadvisor.com/Attraction_Review-g154968-d1549800-Reviews-Roseway_Beach-Shelburne_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 16 things to do in Shelburne,"Nature & Parks, Outdoor Activities, Beaches","Beach Rd, Shelburne, Nova Scotia B0T 1H0, Canada",42,,,5.0,84%,14%,2%,0%,0%
d13131596,St Peter s Church,https://www.tripadvisor.com/Attraction_Review-g499216-d13131596-Reviews-St_Peter_s_Church-Ingonish_Cape_Breton_Island_Nova_Scotia.html,#13 of 15 things to do in Ingonish,"Sights & Landmarks, Churches & Cathedrals","767 Beech Hill Rd, Ingonish, Nova Scotia B2G 0B4, Canada",4,,,5.0,75%,25%,0%,0%,0%
d1985566,North Highlands Community Museum,https://www.tripadvisor.com/Attraction_Review-g499214-d1985566-Reviews-North_Highlands_Community_Museum-Cape_North_Cape_Breton_Island_Nova_Scotia.html,#1 of 4 things to do in Cape North,"Museums, Specialty Museums","29243 Cabot Trail, Cape North, Nova Scotia B0C 1G0, Canada",53,Open Now: 9:00 AM - 5:00 PM,Sun - Sat9:00 AM - 5:00 PM,4.5,65%,32%,3%,0%,0%
d13001895,Inverness Visitor Information Centre,https://www.tripadvisor.com/Attraction_Review-g1841318-d13001895-Reviews-Inverness_Visitor_Information_Centre-Inverness_Cape_Breton_Island_Nova_Scotia.html,#8 of 16 things to do in Inverness,"Traveler Resources, Visitor Centers","15756 Route 19, Inverness, Nova Scotia B0E 1N0, Canada",4,,,4.5,75%,0%,25%,0%,0%
d13152116,Serenity Acres Family Ranch,https://www.tripadvisor.com/Attraction_Review-g13273125-d13152116-Reviews-Serenity_Acres_Family_Ranch-Ardoise_Nova_Scotia.html,#1 of 1 things to do in Ardoise,"Sights & Landmarks, Ranches",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,5,,,4.0,80%,0%,0%,0%,20%
d7076756,Glasgow Square Theatre,https://www.tripadvisor.com/Attraction_Review-g499232-d7076756-Reviews-Glasgow_Square_Theatre-New_Glasgow_Nova_Scotia.html,#9 of 16 things to do in New Glasgow,"Concerts & Shows, Theaters","155 Glasgow Street, New Glasgow, Nova Scotia, Canada",3,Open Now: 10:00 AM - 4:00 PM,Mon - Fri10:00 AM - 4:00 PM,4.0,34%,33%,33%,0%,0%
d7082163,Eglise Saint Bernard,https://www.tripadvisor.com/Attraction_Review-g10842312-d7082163-Reviews-Eglise_Saint_Bernard-Saint_Bernard_Municipality_of_Clare_Southwest_Nova_Scotia_.html,#1 of 1 things to do in Saint Bernard,"Sights & Landmarks, Churches & Cathedrals","3623 Highway 1, Saint Bernard, Municipality of Clare, Nova Scotia B0W 3T0, Canada",9,,,4.0,33%,56%,0%,11%,0%
d14955469,Trider s Craft Beer,https://www.tripadvisor.com/Attraction_Review-g182200-d14955469-Reviews-Trider_s_Craft_Beer-Amherst_Nova_Scotia.html,#6 of 16 things to do in Amherst,"Food & Drink, Breweries","46 Anson Ave | Unit 3, Amherst, Nova Scotia B4H 4R2, Canada",3,,,5.0,100%,0%,0%,0%,0%
d13222004,Union Presbyterian Church,https://www.tripadvisor.com/Attraction_Review-g7900488-d13222004-Reviews-Union_Presbyterian_Church-Marion_Bridge_Cape_Breton_Island_Nova_Scotia.html,#1 of 1 things to do in Marion Bridge,"Sights & Landmarks, Churches & Cathedrals","1770 Hillside Rd, Marion Bridge, Nova Scotia B1K 3N4, Canada",1,,,5.0,100%,0%,0%,0%,0%
d5556137,Irish Cove Provincial Park,https://www.tripadvisor.com/Attraction_Review-g5599040-d5556137-Reviews-Irish_Cove_Provincial_Park-Irish_Cove_Cape_Breton_Island_Nova_Scotia.html,#1 of 1 things to do in Irish Cove,Nature & Parks,"16165 Highway 4, Irish Cove, Nova Scotia, Canada",1,,,2.0,0%,0%,0%,100%,0%
d8263330,Onslow Historic Lumber Co,https://www.tripadvisor.com/Attraction_Review-g181762-d8263330-Reviews-Onslow_Historic_Lumber_Co-Truro_Nova_Scotia.html,#12 of 17 things to do in Truro,"Shopping, Antique Stores","6 Havelock St | Inglis Place, Truro, Nova Scotia B2N 4B7, Canada",1,,,4.0,0%,100%,0%,0%,0%
d592336,Fultz House Museum,https://www.tripadvisor.com/Attraction_Review-g154976-d592336-Reviews-Fultz_House_Museum-Halifax_Halifax_Region_Nova_Scotia.html,#82 of 112 things to do in Halifax,"Museums, History Museums","33 Sackville Drive, Halifax, Nova Scotia B4C 2S8, Canada",3,Open Now: 10:00 AM - 5:00 PM,Sun - Sat10:00 AM - 5:00 PM,4.0,34%,33%,33%,0%,0%
d7367768,Bill Curry Photography Gallery and Studio,https://www.tripadvisor.com/Attraction_Review-g7368850-d7367768-Reviews-Bill_Curry_Photography_Gallery_and_Studio-Port_Maitland_Southwest_Nova_Scotia_No.html,#4 of 5 things to do in Port Maitland,"Museums, Shopping, Art Galleries","3455 Highway 1, Port Maitland, Nova Scotia B5A 5T6, Canada",4,,,5.0,100%,0%,0%,0%,0%
d14913038,Truro Bible Hill Off Leash Dog Park,https://www.tripadvisor.com/Attraction_Review-g181762-d14913038-Reviews-Truro_Bible_Hill_Off_Leash_Dog_Park-Truro_Nova_Scotia.html,#11 of 17 things to do in Truro,Nature & Parks,"Lorne Street, Truro, Nova Scotia B2N 2C9, Canada",1,,,4.0,0%,100%,0%,0%,0%
d10682342,Healy Brook Falls,https://www.tripadvisor.com/Attraction_Review-g12456583-d10682342-Reviews-Healy_Brook_Falls-Outram_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 1 things to do in Outram,"Nature & Parks, Waterfalls","Outram, Nova Scotia, Canada",1,,,5.0,100%,0%,0%,0%,0%
d15113554,Bicentennial Botanical Garden,https://www.tripadvisor.com/Attraction_Review-g181762-d15113554-Reviews-Bicentennial_Botanical_Garden-Truro_Nova_Scotia.html,#10 of 17 things to do in Truro,"Nature & Parks, Gardens","62 Cumming Dr | Dalhousie Agricultural Campus, Truro, Nova Scotia B2N 5E3, Canada",1,,,4.0,0%,100%,0%,0%,0%
d13276305,St Columba Parish,https://www.tripadvisor.com/Attraction_Review-g154971-d13276305-Reviews-St_Columba_Parish-Antigonish_Nova_Scotia.html,#17 of 22 things to do in Antigonish,"Sights & Landmarks, Churches & Cathedrals","RR4 Lakevale, Antigonish, Nova Scotia, Canada",1,,,5.0,100%,0%,0%,0%,0%
d8152591,Northern Lighthouse,https://www.tripadvisor.com/Attraction_Review-g1054050-d8152591-Reviews-Northern_Lighthouse-Brier_Island_Southwest_Nova_Scotia_Nova_Scotia.html,#10 of 11 things to do in Brier Island,"Sights & Landmarks, Lighthouses","Water Street | Westport, Nova Scotia B0V 1H0, Canada",8,,,4.5,63%,25%,12%,0%,0%
d3592761,Fundy Ocean Research Center for Energy,https://www.tripadvisor.com/Attraction_Review-g13838539-d3592761-Reviews-Fundy_Ocean_Research_Center_for_Energy-Black_Rock_Nova_Scotia.html,#1 of 1 things to do in Black Rock,"Traveler Resources, Outdoor Activities, Sights & Landmarks, Educational sites, Scenic Drives, Visitor Centers More","1156 West Bay Rd, Black Rock, Nova Scotia B0M 1S0, Canada",21,,,4.0,49%,33%,14%,4%,0%
d5556138,Smileys Provincial Park,https://www.tripadvisor.com/Attraction_Review-g2317823-d5556138-Reviews-Smileys_Provincial_Park-Brooklyn_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 3 things to do in Brooklyn,Nature & Parks,"109 McKay Rd, Brooklyn, Nova Scotia B0N 2A0, Canada",11,,,4.0,55%,9%,27%,0%,9%
d6456542,June Deveau Galerie Studio,https://www.tripadvisor.com/Attraction_Review-g6886045-d6456542-Reviews-June_Deveau_Galerie_Studio-Saint_Alphonse_Municipality_of_Clare_Southwest_Nova_S.html,#1 of 1 things to do in Saint-Alphonse,"Sights & Landmarks, Points of Interest & Landmarks","7236 Highway 1 | RR1 Meteghan Box 54-C, Nova Scotia, Saint-Alphonse, Municipality of Clare, Nova Scotia B0W 2J0, Canada",20,,,5.0,95%,5%,0%,0%,0%
d10049882,Dempsey Corner Orchards,https://www.tripadvisor.com/Attraction_Review-g2089959-d10049882-Reviews-Dempsey_Corner_Orchards-Aylesford_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 5 things to do in Aylesford,"Sights & Landmarks, Farms",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,15,,,4.5,81%,0%,13%,0%,6%
d6994919,Main A Dieu Fishermen s Museum,https://www.tripadvisor.com/Attraction_Review-g10623077-d6994919-Reviews-Main_A_Dieu_Fishermen_s_Museum-Main_A_Dieu_Cape_Breton_Island_Nova_Scotia.html,#1 of 1 things to do in Main-A-Dieu,"Museums, Specialty Museums","2886 Louisbourg Main-a-Dieu Rd, Main-A-Dieu, Nova Scotia B1C 1X5, Canada",1,,,4.0,0%,100%,0%,0%,0%
d14982638,St Croix Cove Fall,https://www.tripadvisor.com/Attraction_Review-g11039794-d14982638-Reviews-St_Croix_Cove_Fall-Hampton_Nova_Scotia.html,#1 of 2 things to do in Hampton,"Nature & Parks, Waterfalls","8968 St Croix Cove Rd, Hampton, Nova Scotia B0S 1L0, Canada",1,,,4.0,0%,100%,0%,0%,0%
d7018328,Gillis Point Lighthouse,https://www.tripadvisor.com/Attraction_Review-g2157457-d7018328-Reviews-Gillis_Point_Lighthouse-Grand_Narrows_Cape_Breton_Island_Nova_Scotia.html,#1 of 1 things to do in Grand Narrows,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Gillis Point Road, Grand Narrows, Nova Scotia, Canada",1,,,4.0,0%,100%,0%,0%,0%
d8559524,Tidnish Suspension Bridge,https://www.tripadvisor.com/Attraction_Review-g3853717-d8559524-Reviews-Tidnish_Suspension_Bridge-Tidnish_Nova_Scotia.html,#2 of 3 things to do in Tidnish,"Sights & Landmarks, Bridges","Ketchum Trail, Tidnish, Nova Scotia, Canada",6,,,4.0,16%,68%,16%,0%,0%
d14925590,Burke Gaffney Observatory,https://www.tripadvisor.com/Attraction_Review-g154976-d14925590-Reviews-Burke_Gaffney_Observatory-Halifax_Halifax_Region_Nova_Scotia.html,#93 of 112 things to do in Halifax,"Museums, Observatories & Planetariums","5865 Gorsebrook Ave, Halifax, Nova Scotia B3H 1G3, Canada",1,,,4.0,0%,100%,0%,0%,0%
d3579448,Inverness County Centre for the Arts,https://www.tripadvisor.com/Attraction_Review-g1841318-d3579448-Reviews-Inverness_County_Centre_for_the_Arts-Inverness_Cape_Breton_Island_Nova_Scotia.html,#6 of 16 things to do in Inverness,"Museums, Shopping, Art Galleries","16080 Highway 19, Inverness, Nova Scotia B0E 1N0, Canada",7,,,4.5,72%,14%,14%,0%,0%
d7001442,Sainte Famille Wines Limited,https://www.tripadvisor.com/Attraction_Review-g7011485-d7001442-Reviews-Sainte_Famille_Wines_Limited-Falmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 4 things to do in Falmouth,"Food & Drink, Wineries & Vineyards","11 Dudley Park Lane | Rr#2, Falmouth, Nova Scotia B0P 1L0, Canada",12,Open Now: 9:00 AM - 5:00 PM,Sun11:00 AM - 5:00 PMMon - Sat9:00 AM - 5:00 PM,4.0,51%,25%,16%,0%,8%
d5556081,Savary Provincial Park,https://www.tripadvisor.com/Attraction_Review-g7369070-d5556081-Reviews-Savary_Provincial_Park-Plympton_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 1 things to do in Plympton,Nature & Parks,"7401 Highway 1, Plympton, Nova Scotia B0W 2R0, Canada",3,,,4.5,33%,67%,0%,0%,0%
d5555848,Port Shoreham Beach Provincial Park,https://www.tripadvisor.com/Attraction_Review-g5598069-d5555848-Reviews-Port_Shoreham_Beach_Provincial_Park-Port_Shoreham_Nova_Scotia.html,#1 of 1 things to do in Port Shoreham,"Outdoor Activities, Nature & Parks, Beaches","1720 Highway 344, Port Shoreham, Nova Scotia B0H 1G0, Canada",5,,,4.0,20%,80%,0%,0%,0%
d8540181,MacDonald House Museum,https://www.tripadvisor.com/Attraction_Review-g8550938-d8540181-Reviews-MacDonald_House_Museum-East_Lake_Ainslie_Cape_Breton_Island_Nova_Scotia.html,#1 of 1 things to do in East Lake Ainslie,"Museums, History Museums","3458 Route 395 | 15 km off exit 5 on the Trans Canada Highway, East Lake Ainslie, Nova Scotia, Canada",3,,,4.0,0%,100%,0%,0%,0%
d13142216,Warren Lake Trail,https://www.tripadvisor.com/Attraction_Review-g499216-d13142216-Reviews-Warren_Lake_Trail-Ingonish_Cape_Breton_Island_Nova_Scotia.html,#9 of 15 things to do in Ingonish,"Nature & Parks, Outdoor Activities, Hiking Trails, Biking Trails More","325 Warren Lake Road, Ingonish, Nova Scotia, Canada",7,,,4.0,14%,86%,0%,0%,0%
d4172021,Funtopia Indoor Playground,https://www.tripadvisor.com/Attraction_Review-g1509075-d4172021-Reviews-Funtopia_Indoor_Playground-Stellarton_Nova_Scotia.html,#2 of 2 things to do in Stellarton,"Nature & Parks, Fun & Games, Playgrounds","101 MacGregor Avenue | Unit 4, Stellarton, Nova Scotia B0K 1X0, Canada",7,,,4.5,58%,28%,0%,14%,0%
d5556148,Green Hill Provincial Park,https://www.tripadvisor.com/Attraction_Review-g5599045-d5556148-Reviews-Green_Hill_Provincial_Park-Greenhill_Nova_Scotia.html,#1 of 1 things to do in Greenhill,Nature & Parks,"209 Dan Fraser Road, Greenhill, Nova Scotia B0K 2A0, Canada",1,,,4.0,0%,100%,0%,0%,0%
d8411025,Trenton Park,https://www.tripadvisor.com/Attraction_Review-g154977-d8411025-Reviews-Trenton_Park-Pictou_Nova_Scotia.html,#13 of 19 things to do in Pictou,Nature & Parks,"119 Park Road | Trenton, Pictou, Nova Scotia B0K 1X0, Canada",2,,,4.5,50%,50%,0%,0%,0%
d6877010,Scott Manor House,https://www.tripadvisor.com/Attraction_Review-g910762-d6877010-Reviews-Scott_Manor_House-Bedford_Halifax_Region_Nova_Scotia.html,#4 of 13 things to do in Bedford,"Museums, Specialty Museums","15 Fort Sackville Rd, Bedford, Nova Scotia B4A 2G6, Canada",9,,,4.0,33%,45%,22%,0%,0%
d10756377,False Harbour Beach,https://www.tripadvisor.com/Attraction_Review-g181761-d10756377-Reviews-False_Harbour_Beach-Yarmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#22 of 26 things to do in Yarmouth,"Nature & Parks, Outdoor Activities, Beaches","2-340 Highway 304 | Atitude» 43.8069° Longitude» -66.1583°, Yarmouth, Nova Scotia B5A 5N1, Canada",1,,,5.0,100%,0%,0%,0%,0%
d6412805,Ski Martock,https://www.tripadvisor.com/Attraction_Review-g316029-d6412805-Reviews-Ski_Martock-Windsor_Southwest_Nova_Scotia_Nova_Scotia.html,#8 of 20 things to do in Windsor,"Outdoor Activities, Nature & Parks, Ski & Snowboard Areas","370 Ski Martock Rd, Windsor, Nova Scotia B0N 2T0, Canada",17,,,4.0,29%,42%,29%,0%,0%
d7051783,Spencer s Island Lighthouse,https://www.tripadvisor.com/Attraction_Review-g499210-d7051783-Reviews-Spencer_s_Island_Lighthouse-Advocate_Harbour_Nova_Scotia.html,#7 of 8 things to do in Advocate Harbour,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Spencers Island Road, Advocate Harbour, Nova Scotia B0M 1A0, Canada",14,,,4.0,37%,28%,35%,0%,0%
d13196068,Town Hall,https://www.tripadvisor.com/Attraction_Review-g154971-d13196068-Reviews-Town_Hall-Antigonish_Nova_Scotia.html,#20 of 22 things to do in Antigonish,"Sights & Landmarks, Government Buildings, Architectural Buildings","274 Main St, Antigonish, Nova Scotia B2G 2C4, Canada",1,,,5.0,100%,0%,0%,0%,0%
